"SEX","GEO","TIME","AGE","ISCED11","UNIT","Value","Flag and Footnotes"
"Females","Belgium","2014","From 15 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","57.8","b"
"Females","Belgium","2014","From 15 to 64 years","Tertiary education (levels 5-8)","Percentage","80.0","b"
"Females","Belgium","2014","From 15 to 64 years","No response","Percentage",":",""
"Females","Belgium","2015","From 15 to 64 years","All ISCED 2011 levels ","Percentage","58.0",""
"Females","Belgium","2015","From 15 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","29.4",""
"Females","Belgium","2015","From 15 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","57.9",""
"Females","Belgium","2015","From 15 to 64 years","Tertiary education (levels 5-8)","Percentage","79.9",""
"Females","Belgium","2015","From 15 to 64 years","No response","Percentage",":",""
"Females","Bulgaria","2004","From 15 to 64 years","All ISCED 2011 levels ","Percentage","51.6",""
"Females","Bulgaria","2004","From 15 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","25.4",""
"Females","Bulgaria","2004","From 15 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","59.2",""
"Females","Bulgaria","2004","From 15 to 64 years","Tertiary education (levels 5-8)","Percentage","76.6",""
"Females","Bulgaria","2004","From 15 to 64 years","No response","Percentage",":",""
"Females","Bulgaria","2005","From 15 to 64 years","All ISCED 2011 levels ","Percentage","51.7",""
"Females","Bulgaria","2005","From 15 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","24.0","b"
"Females","Bulgaria","2005","From 15 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","59.2","b"
"Females","Bulgaria","2005","From 15 to 64 years","Tertiary education (levels 5-8)","Percentage","77.5","b"
"Females","Bulgaria","2005","From 15 to 64 years","No response","Percentage",":",""
"Females","Bulgaria","2006","From 15 to 64 years","All ISCED 2011 levels ","Percentage","54.6",""
"Females","Bulgaria","2006","From 15 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","23.6","b"
"Females","Bulgaria","2006","From 15 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","62.6","b"
"Females","Bulgaria","2006","From 15 to 64 years","Tertiary education (levels 5-8)","Percentage","79.7","b"
"Females","Bulgaria","2006","From 15 to 64 years","No response","Percentage",":",""
"Females","Bulgaria","2007","From 15 to 64 years","All ISCED 2011 levels ","Percentage","57.6",""
"Females","Bulgaria","2007","From 15 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","25.7",""
"Females","Bulgaria","2007","From 15 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","64.5",""
"Females","Bulgaria","2007","From 15 to 64 years","Tertiary education (levels 5-8)","Percentage","82.4",""
"Females","Bulgaria","2007","From 15 to 64 years","No response","Percentage",":",""
"Females","Bulgaria","2008","From 15 to 64 years","All ISCED 2011 levels ","Percentage","59.5",""
"Females","Bulgaria","2008","From 15 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","27.2","b"
"Females","Bulgaria","2008","From 15 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","66.7","b"
"Females","Bulgaria","2008","From 15 to 64 years","Tertiary education (levels 5-8)","Percentage","83.7","b"
"Females","Bulgaria","2008","From 15 to 64 years","No response","Percentage",":",""
"Females","Bulgaria","2009","From 15 to 64 years","All ISCED 2011 levels ","Percentage","58.3",""
"Females","Bulgaria","2009","From 15 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","26.4",""
"Females","Bulgaria","2009","From 15 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","64.6",""
"Females","Bulgaria","2009","From 15 to 64 years","Tertiary education (levels 5-8)","Percentage","82.9",""
"Females","Bulgaria","2009","From 15 to 64 years","No response","Percentage",":",""
"Females","Bulgaria","2010","From 15 to 64 years","All ISCED 2011 levels ","Percentage","56.2",""
"Females","Bulgaria","2010","From 15 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","24.8","b"
"Females","Bulgaria","2010","From 15 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","59.7","b"
"Females","Bulgaria","2010","From 15 to 64 years","Tertiary education (levels 5-8)","Percentage","81.1","b"
"Females","Bulgaria","2010","From 15 to 64 years","No response","Percentage",":",""
"Females","Bulgaria","2011","From 15 to 64 years","All ISCED 2011 levels ","Percentage","55.6",""
"Females","Bulgaria","2011","From 15 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","23.2","b"
"Females","Bulgaria","2011","From 15 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","59.0","b"
"Females","Bulgaria","2011","From 15 to 64 years","Tertiary education (levels 5-8)","Percentage","80.0","b"
"Females","Bulgaria","2011","From 15 to 64 years","No response","Percentage",":",""
"Females","Bulgaria","2012","From 15 to 64 years","All ISCED 2011 levels ","Percentage","56.3",""
"Females","Bulgaria","2012","From 15 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","23.6",""
"Females","Bulgaria","2012","From 15 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","59.2",""
"Females","Bulgaria","2012","From 15 to 64 years","Tertiary education (levels 5-8)","Percentage","80.0",""
"Females","Bulgaria","2012","From 15 to 64 years","No response","Percentage",":",""
"Females","Bulgaria","2013","From 15 to 64 years","All ISCED 2011 levels ","Percentage","56.8",""
"Females","Bulgaria","2013","From 15 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","23.7",""
"Females","Bulgaria","2013","From 15 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","59.2",""
"Females","Bulgaria","2013","From 15 to 64 years","Tertiary education (levels 5-8)","Percentage","79.1",""
"Females","Bulgaria","2013","From 15 to 64 years","No response","Percentage",":",""
"Females","Bulgaria","2014","From 15 to 64 years","All ISCED 2011 levels ","Percentage","58.2",""
"Females","Bulgaria","2014","From 15 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","24.8","b"
"Females","Bulgaria","2014","From 15 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","60.3","b"
"Females","Bulgaria","2014","From 15 to 64 years","Tertiary education (levels 5-8)","Percentage","79.9","b"
"Females","Bulgaria","2014","From 15 to 64 years","No response","Percentage",":",""
"Females","Bulgaria","2015","From 15 to 64 years","All ISCED 2011 levels ","Percentage","59.8",""
"Females","Bulgaria","2015","From 15 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","24.2",""
"Females","Bulgaria","2015","From 15 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","61.9",""
"Females","Bulgaria","2015","From 15 to 64 years","Tertiary education (levels 5-8)","Percentage","82.3",""
"Females","Bulgaria","2015","From 15 to 64 years","No response","Percentage",":",""
"Females","Czech Republic","2004","From 15 to 64 years","All ISCED 2011 levels ","Percentage","56.1",""
"Females","Czech Republic","2004","From 15 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","23.7",""
"Females","Czech Republic","2004","From 15 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","63.0",""
"Females","Czech Republic","2004","From 15 to 64 years","Tertiary education (levels 5-8)","Percentage","78.4",""
"Females","Czech Republic","2004","From 15 to 64 years","No response","Percentage",":",""
"Females","Czech Republic","2005","From 15 to 64 years","All ISCED 2011 levels ","Percentage","56.3",""
"Females","Czech Republic","2005","From 15 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","22.5","b"
"Females","Czech Republic","2005","From 15 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","62.8","b"
"Females","Czech Republic","2005","From 15 to 64 years","Tertiary education (levels 5-8)","Percentage","76.7","b"
"Females","Czech Republic","2005","From 15 to 64 years","No response","Percentage",":","bu"
"Females","Czech Republic","2006","From 15 to 64 years","All ISCED 2011 levels ","Percentage","56.8",""
"Females","Czech Republic","2006","From 15 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","23.6",""
"Females","Czech Republic","2006","From 15 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","62.8",""
"Females","Czech Republic","2006","From 15 to 64 years","Tertiary education (levels 5-8)","Percentage","76.6",""
"Females","Czech Republic","2006","From 15 to 64 years","No response","Percentage",":","c"
"Females","Czech Republic","2007","From 15 to 64 years","All ISCED 2011 levels ","Percentage","57.3",""
"Females","Czech Republic","2007","From 15 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","23.9",""
"Females","Czech Republic","2007","From 15 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","63.2",""
"Females","Czech Republic","2007","From 15 to 64 years","Tertiary education (levels 5-8)","Percentage","76.7",""
"Females","Czech Republic","2007","From 15 to 64 years","No response","Percentage",":","u"
"Females","Czech Republic","2008","From 15 to 64 years","All ISCED 2011 levels ","Percentage","57.6",""
"Females","Czech Republic","2008","From 15 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","24.2",""
"Females","Czech Republic","2008","From 15 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","63.3",""
"Females","Czech Republic","2008","From 15 to 64 years","Tertiary education (levels 5-8)","Percentage","75.7",""
"Females","Czech Republic","2008","From 15 to 64 years","No response","Percentage",":","c"
"Females","Czech Republic","2009","From 15 to 64 years","All ISCED 2011 levels ","Percentage","56.7",""
"Females","Czech Republic","2009","From 15 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","22.9",""
"Females","Czech Republic","2009","From 15 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","61.8",""
"Females","Czech Republic","2009","From 15 to 64 years","Tertiary education (levels 5-8)","Percentage","74.7",""
"Females","Czech Republic","2009","From 15 to 64 years","No response","Percentage",":","c"
"Females","Czech Republic","2010","From 15 to 64 years","All ISCED 2011 levels ","Percentage","56.3",""
"Females","Czech Republic","2010","From 15 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","22.0",""
"Females","Czech Republic","2010","From 15 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","61.1",""
