SEX,GEO,AGE,N_CHILD,AGECHILD,ISCED11,TIME,Value,FlagandFootnotes
Females,Czech Republic,From 15 to 64 years,2 children,Total,All ISCED 2011 levels ,2015,68.9,
Females,Czech Republic,From 15 to 64 years,2 children,Less than 6 years,All ISCED 2011 levels ,2013,44.9,
Females,Czech Republic,From 15 to 64 years,2 children,Less than 6 years,All ISCED 2011 levels ,2014,48.3,b
Females,Czech Republic,From 15 to 64 years,2 children,Less than 6 years,All ISCED 2011 levels ,2015,46.3,
Females,Czech Republic,From 15 to 64 years,2 children,From 6 to 11 years,All ISCED 2011 levels ,2013,85.9,
Females,Czech Republic,From 15 to 64 years,2 children,From 6 to 11 years,All ISCED 2011 levels ,2014,85.6,b
Females,Czech Republic,From 15 to 64 years,2 children,From 6 to 11 years,All ISCED 2011 levels ,2015,84.9,
Females,Czech Republic,From 15 to 64 years,2 children,12 years or over,All ISCED 2011 levels ,2013,88.9,
Females,Czech Republic,From 15 to 64 years,2 children,12 years or over,All ISCED 2011 levels ,2014,92.9,b
Females,Czech Republic,From 15 to 64 years,2 children,12 years or over,All ISCED 2011 levels ,2015,91.7,
Females,Czech Republic,From 15 to 64 years,3 children or more,Total,All ISCED 2011 levels ,2013,54.1,
Females,Czech Republic,From 15 to 64 years,3 children or more,Total,All ISCED 2011 levels ,2014,54.7,b
Females,Czech Republic,From 15 to 64 years,3 children or more,Total,All ISCED 2011 levels ,2015,54,
Females,Czech Republic,From 15 to 64 years,3 children or more,Less than 6 years,All ISCED 2011 levels ,2013,37.9,
Females,Czech Republic,From 15 to 64 years,3 children or more,Less than 6 years,All ISCED 2011 levels ,2014,38.5,b
Females,Czech Republic,From 15 to 64 years,3 children or more,Less than 6 years,All ISCED 2011 levels ,2015,38.5,
Females,Czech Republic,From 15 to 64 years,3 children or more,From 6 to 11 years,All ISCED 2011 levels ,2013,79.4,
Females,Czech Republic,From 15 to 64 years,3 children or more,From 6 to 11 years,All ISCED 2011 levels ,2014,80.7,b
Females,Czech Republic,From 15 to 64 years,3 children or more,From 6 to 11 years,All ISCED 2011 levels ,2015,79,
Females,Czech Republic,From 15 to 64 years,3 children or more,12 years or over,All ISCED 2011 levels ,2013,89,
Females,Czech Republic,From 15 to 64 years,3 children or more,12 years or over,All ISCED 2011 levels ,2014,84.2,b
Females,Czech Republic,From 15 to 64 years,3 children or more,12 years or over,All ISCED 2011 levels ,2015,90,
Females,Denmark,From 15 to 64 years,Total,Total,All ISCED 2011 levels ,2013,75.1,
Females,Denmark,From 15 to 64 years,Total,Total,All ISCED 2011 levels ,2014,74.9,b
Females,Denmark,From 15 to 64 years,Total,Total,All ISCED 2011 levels ,2015,75.2,
Females,Denmark,From 15 to 64 years,Total,Less than 6 years,All ISCED 2011 levels ,2013,78,
Females,Denmark,From 15 to 64 years,Total,Less than 6 years,All ISCED 2011 levels ,2014,76.9,b
Females,Denmark,From 15 to 64 years,Total,Less than 6 years,All ISCED 2011 levels ,2015,77.9,
Females,Denmark,From 15 to 64 years,Total,From 6 to 11 years,All ISCED 2011 levels ,2013,84.4,
Females,Denmark,From 15 to 64 years,Total,From 6 to 11 years,All ISCED 2011 levels ,2014,82.2,b
Females,Denmark,From 15 to 64 years,Total,From 6 to 11 years,All ISCED 2011 levels ,2015,83.6,
Females,Denmark,From 15 to 64 years,Total,12 years or over,All ISCED 2011 levels ,2013,86.4,
Females,Denmark,From 15 to 64 years,Total,12 years or over,All ISCED 2011 levels ,2014,85.2,b
Females,Denmark,From 15 to 64 years,Total,12 years or over,All ISCED 2011 levels ,2015,84.5,
Females,Denmark,From 15 to 64 years,No children,Total,All ISCED 2011 levels ,2013,68.2,
Females,Denmark,From 15 to 64 years,No children,Total,All ISCED 2011 levels ,2014,69.5,b
Females,Denmark,From 15 to 64 years,No children,Total,All ISCED 2011 levels ,2015,69.6,
Females,Denmark,From 15 to 64 years,No children,Less than 6 years,All ISCED 2011 levels ,2013,:,
Females,Denmark,From 15 to 64 years,No children,Less than 6 years,All ISCED 2011 levels ,2014,:,
Females,Denmark,From 15 to 64 years,No children,Less than 6 years,All ISCED 2011 levels ,2015,:,
Females,Denmark,From 15 to 64 years,No children,From 6 to 11 years,All ISCED 2011 levels ,2013,:,
Females,Denmark,From 15 to 64 years,No children,From 6 to 11 years,All ISCED 2011 levels ,2014,:,
Females,Denmark,From 15 to 64 years,No children,From 6 to 11 years,All ISCED 2011 levels ,2015,:,
Females,Denmark,From 15 to 64 years,No children,12 years or over,All ISCED 2011 levels ,2013,:,
Females,Denmark,From 15 to 64 years,No children,12 years or over,All ISCED 2011 levels ,2014,:,
Females,Denmark,From 15 to 64 years,No children,12 years or over,All ISCED 2011 levels ,2015,:,
Females,Denmark,From 15 to 64 years,1 child,Total,All ISCED 2011 levels ,2013,80.2,
Females,Denmark,From 15 to 64 years,1 child,Total,All ISCED 2011 levels ,2014,78,b
Females,Denmark,From 15 to 64 years,1 child,Total,All ISCED 2011 levels ,2015,77.8,
Females,Denmark,From 15 to 64 years,1 child,Less than 6 years,All ISCED 2011 levels ,2013,73,
Females,Denmark,From 15 to 64 years,1 child,Less than 6 years,All ISCED 2011 levels ,2014,71.6,b
Females,Denmark,From 15 to 64 years,1 child,Less than 6 years,All ISCED 2011 levels ,2015,70,
Females,Denmark,From 15 to 64 years,1 child,From 6 to 11 years,All ISCED 2011 levels ,2013,79.9,
Females,Denmark,From 15 to 64 years,1 child,From 6 to 11 years,All ISCED 2011 levels ,2014,70.6,b
Females,Denmark,From 15 to 64 years,1 child,From 6 to 11 years,All ISCED 2011 levels ,2015,76.8,
Females,Denmark,From 15 to 64 years,1 child,12 years or over,All ISCED 2011 levels ,2013,84.6,
Females,Denmark,From 15 to 64 years,1 child,12 years or over,All ISCED 2011 levels ,2014,83.9,b
Females,Denmark,From 15 to 64 years,1 child,12 years or over,All ISCED 2011 levels ,2015,82.9,
Females,Denmark,From 15 to 64 years,2 children,Total,All ISCED 2011 levels ,2013,85.5,
Females,Denmark,From 15 to 64 years,2 children,Total,All ISCED 2011 levels ,2014,84.8,b
Females,Denmark,From 15 to 64 years,2 children,Total,All ISCED 2011 levels ,2015,85.6,
Females,Denmark,From 15 to 64 years,2 children,Less than 6 years,All ISCED 2011 levels ,2013,82.6,
Females,Denmark,From 15 to 64 years,2 children,Less than 6 years,All ISCED 2011 levels ,2014,81.5,b
Females,Denmark,From 15 to 64 years,2 children,Less than 6 years,All ISCED 2011 levels ,2015,82.3,
Females,Denmark,From 15 to 64 years,2 children,From 6 to 11 years,All ISCED 2011 levels ,2013,85.8,
Females,Denmark,From 15 to 64 years,2 children,From 6 to 11 years,All ISCED 2011 levels ,2014,86.5,b
Females,Denmark,From 15 to 64 years,2 children,From 6 to 11 years,All ISCED 2011 levels ,2015,87.1,
Females,Denmark,From 15 to 64 years,2 children,12 years or over,All ISCED 2011 levels ,2013,89.4,
Females,Denmark,From 15 to 64 years,2 children,12 years or over,All ISCED 2011 levels ,2014,87.8,b
Females,Denmark,From 15 to 64 years,2 children,12 years or over,All ISCED 2011 levels ,2015,88.3,
Females,Denmark,From 15 to 64 years,3 children or more,Total,All ISCED 2011 levels ,2013,81.5,
Females,Denmark,From 15 to 64 years,3 children or more,Total,All ISCED 2011 levels ,2014,79.8,b
Females,Denmark,From 15 to 64 years,3 children or more,Total,All ISCED 2011 levels ,2015,81.5,
Females,Denmark,From 15 to 64 years,3 children or more,Less than 6 years,All ISCED 2011 levels ,2013,77,
Females,Denmark,From 15 to 64 years,3 children or more,Less than 6 years,All ISCED 2011 levels ,2014,75.9,b
Females,Denmark,From 15 to 64 years,3 children or more,Less than 6 years,All ISCED 2011 levels ,2015,80.8,
Females,Denmark,From 15 to 64 years,3 children or more,From 6 to 11 years,All ISCED 2011 levels ,2013,86.1,
Females,Denmark,From 15 to 64 years,3 children or more,From 6 to 11 years,All ISCED 2011 levels ,2014,84.1,b
Females,Denmark,From 15 to 64 years,3 children or more,From 6 to 11 years,All ISCED 2011 levels ,2015,82.8,
Females,Denmark,From 15 to 64 years,3 children or more,12 years or over,All ISCED 2011 levels ,2013,89.6,
Females,Denmark,From 15 to 64 years,3 children or more,12 years or over,All ISCED 2011 levels ,2014,86.5,b
Females,Denmark,From 15 to 64 years,3 children or more,12 years or over,All ISCED 2011 levels ,2015,79.9,
Females,Germany (until 1990 former territory of the FRG),From 15 to 64 years,Total,Total,All ISCED 2011 levels ,2013,73.6,
Females,Germany (until 1990 former territory of the FRG),From 15 to 64 years,Total,Total,All ISCED 2011 levels ,2014,74.2,b
Females,Germany (until 1990 former territory of the FRG),From 15 to 64 years,Total,Total,All ISCED 2011 levels ,2015,74.7,
Females,Germany (until 1990 former territory of the FRG),From 15 to 64 years,Total,Less than 6 years,All ISCED 2011 levels ,2013,60.8,
Females,Germany (until 1990 former territory of the FRG),From 15 to 64 years,Total,Less than 6 years,All ISCED 2011 levels ,2014,61.4,b
Females,Germany (until 1990 former territory of the FRG),From 15 to 64 years,Total,Less than 6 years,All ISCED 2011 levels ,2015,62.1,
Females,Germany (until 1990 former territory of the FRG),From 15 to 64 years,Total,From 6 to 11 years,All ISCED 2011 levels ,2013,77.3,
Females,Germany (until 1990 former territory of the FRG),From 15 to 64 years,Total,From 6 to 11 years,All ISCED 2011 levels ,2014,77.8,b
Females,Germany (until 1990 former territory of the FRG),From 15 to 64 years,Total,From 6 to 11 years,All ISCED 2011 levels ,2015,78.5,
Females,Germany (until 1990 former territory of the FRG),From 15 to 64 years,Total,12 years or over,All ISCED 2011 levels ,2013,81.3,
Females,Germany (until 1990 former territory of the FRG),From 15 to 64 years,Total,12 years or over,All ISCED 2011 levels ,2014,81.2,b
Females,Germany (until 1990 former territory of the FRG),From 15 to 64 years,Total,12 years or over,All ISCED 2011 levels ,2015,81.2,
Females,Germany (until 1990 former territory of the FRG),From 15 to 64 years,No children,Total,All ISCED 2011 levels ,2013,74.1,
Females,Germany (until 1990 former territory of the FRG),From 15 to 64 years,No children,Total,All ISCED 2011 levels ,2014,74.9,b
Females,Germany (until 1990 former territory of the FRG),From 15 to 64 years,No children,Total,All ISCED 2011 levels ,2015,75.4,
Females,Germany (until 1990 former territory of the FRG),From 15 to 64 years,No children,Less than 6 years,All ISCED 2011 levels ,2013,:,
Females,Germany (until 1990 former territory of the FRG),From 15 to 64 years,No children,Less than 6 years,All ISCED 2011 levels ,2014,:,
Females,Germany (until 1990 former territory of the FRG),From 15 to 64 years,No children,Less than 6 years,All ISCED 2011 levels ,2015,:,
Females,Germany (until 1990 former territory of the FRG),From 15 to 64 years,No children,From 6 to 11 years,All ISCED 2011 levels ,2013,:,
Females,Germany (until 1990 former territory of the FRG),From 15 to 64 years,No children,From 6 to 11 years,All ISCED 2011 levels ,2014,:,
Females,Germany (until 1990 former territory of the FRG),From 15 to 64 years,No children,From 6 to 11 years,All ISCED 2011 levels ,2015,:,
Females,Germany (until 1990 former territory of the FRG),From 15 to 64 years,No children,12 years or over,All ISCED 2011 levels ,2013,:,
Females,Germany (until 1990 former territory of the FRG),From 15 to 64 years,No children,12 years or over,All ISCED 2011 levels ,2014,:,
Females,Germany (until 1990 former territory of the FRG),From 15 to 64 years,No children,12 years or over,All ISCED 2011 levels ,2015,:,
Females,Germany (until 1990 former territory of the FRG),From 15 to 64 years,1 child,Total,All ISCED 2011 levels ,2013,77,
Females,Germany (until 1990 former territory of the FRG),From 15 to 64 years,1 child,Total,All ISCED 2011 levels ,2014,76.9,b
Females,Germany (until 1990 former territory of the FRG),From 15 to 64 years,1 child,Total,All ISCED 2011 levels ,2015,77.2,
Females,Germany (until 1990 former territory of the FRG),From 15 to 64 years,1 child,Less than 6 years,All ISCED 2011 levels ,2013,67.1,
Females,Germany (until 1990 former territory of the FRG),From 15 to 64 years,1 child,Less than 6 years,All ISCED 2011 levels ,2014,67.5,b
Females,Germany (until 1990 former territory of the FRG),From 15 to 64 years,1 child,Less than 6 years,All ISCED 2011 levels ,2015,67.5,
Females,Germany (until 1990 former territory of the FRG),From 15 to 64 years,1 child,From 6 to 11 years,All ISCED 2011 levels ,2013,80.3,
Females,Germany (until 1990 former territory of the FRG),From 15 to 64 years,1 child,From 6 to 11 years,All ISCED 2011 levels ,2014,80,b
Females,Germany (until 1990 former territory of the FRG),From 15 to 64 years,1 child,From 6 to 11 years,All ISCED 2011 levels ,2015,81.1,
Females,Germany (until 1990 former territory of the FRG),From 15 to 64 years,1 child,12 years or over,All ISCED 2011 levels ,2013,81.8,
Females,Germany (until 1990 former territory of the FRG),From 15 to 64 years,1 child,12 years or over,All ISCED 2011 levels ,2014,81.7,b
Females,Germany (until 1990 former territory of the FRG),From 15 to 64 years,1 child,12 years or over,All ISCED 2011 levels ,2015,81.9,
Females,Germany (until 1990 former territory of the FRG),From 15 to 64 years,2 children,Total,All ISCED 2011 levels ,2013,72.9,
Females,Germany (until 1990 former territory of the FRG),From 15 to 64 years,2 children,Total,All ISCED 2011 levels ,2014,73.3,b
Females,Germany (until 1990 former territory of the FRG),From 15 to 64 years,2 children,Total,All ISCED 2011 levels ,2015,73.7,
Females,Germany (until 1990 former territory of the FRG),From 15 to 64 years,2 children,Less than 6 years,All ISCED 2011 levels ,2013,61.5,
Females,Germany (until 1990 former territory of the FRG),From 15 to 64 years,2 children,Less than 6 years,All ISCED 2011 levels ,2014,62.3,b
Females,Germany (until 1990 former territory of the FRG),From 15 to 64 years,2 children,Less than 6 years,All ISCED 2011 levels ,2015,63.5,
Females,Germany (until 1990 former territory of the FRG),From 15 to 64 years,2 children,From 6 to 11 years,All ISCED 2011 levels ,2013,78.8,
Females,Germany (until 1990 former territory of the FRG),From 15 to 64 years,2 children,From 6 to 11 years,All ISCED 2011 levels ,2014,79.7,b
Females,Germany (until 1990 former territory of the FRG),From 15 to 64 years,2 children,From 6 to 11 years,All ISCED 2011 levels ,2015,80.1,
Females,Germany (until 1990 former territory of the FRG),From 15 to 64 years,2 children,12 years or over,All ISCED 2011 levels ,2013,81.5,
Females,Germany (until 1990 former territory of the FRG),From 15 to 64 years,2 children,12 years or over,All ISCED 2011 levels ,2014,81.4,b
Females,Germany (until 1990 former territory of the FRG),From 15 to 64 years,2 children,12 years or over,All ISCED 2011 levels ,2015,81.1,
Females,Germany (until 1990 former territory of the FRG),From 15 to 64 years,3 children or more,Total,All ISCED 2011 levels ,2013,53.4,
Females,Germany (until 1990 former territory of the FRG),From 15 to 64 years,3 children or more,Total,All ISCED 2011 levels ,2014,54.2,b
Females,Germany (until 1990 former territory of the FRG),From 15 to 64 years,3 children or more,Total,All ISCED 2011 levels ,2015,54.9,
Females,Germany (until 1990 former territory of the FRG),From 15 to 64 years,3 children or more,Less than 6 years,All ISCED 2011 levels ,2013,42.6,
Females,Germany (until 1990 former territory of the FRG),From 15 to 64 years,3 children or more,Less than 6 years,All ISCED 2011 levels ,2014,42.8,b
Females,Germany (until 1990 former territory of the FRG),From 15 to 64 years,3 children or more,Less than 6 years,All ISCED 2011 levels ,2015,44.6,
Females,Germany (until 1990 former territory of the FRG),From 15 to 64 years,3 children or more,From 6 to 11 years,All ISCED 2011 levels ,2013,64.3,
Females,Germany (until 1990 former territory of the FRG),From 15 to 64 years,3 children or more,From 6 to 11 years,All ISCED 2011 levels ,2014,65.4,b
Females,Germany (until 1990 former territory of the FRG),From 15 to 64 years,3 children or more,From 6 to 11 years,All ISCED 2011 levels ,2015,66.3,
Females,Germany (until 1990 former territory of the FRG),From 15 to 64 years,3 children or more,12 years or over,All ISCED 2011 levels ,2013,70.3,
Females,Germany (until 1990 former territory of the FRG),From 15 to 64 years,3 children or more,12 years or over,All ISCED 2011 levels ,2014,71.3,b
Females,Germany (until 1990 former territory of the FRG),From 15 to 64 years,3 children or more,12 years or over,All ISCED 2011 levels ,2015,69.5,
Females,Estonia,From 15 to 64 years,Total,Total,All ISCED 2011 levels ,2013,71.6,
Females,Estonia,From 15 to 64 years,Total,Total,All ISCED 2011 levels ,2014,71.9,b
Females,Estonia,From 15 to 64 years,Total,Total,All ISCED 2011 levels ,2015,73.9,
Females,Estonia,From 15 to 64 years,Total,Less than 6 years,All ISCED 2011 levels ,2013,51.3,
Females,Estonia,From 15 to 64 years,Total,Less than 6 years,All ISCED 2011 levels ,2014,54,b
Females,Estonia,From 15 to 64 years,Total,Less than 6 years,All ISCED 2011 levels ,2015,55.8,
Females,Estonia,From 15 to 64 years,Total,From 6 to 11 years,All ISCED 2011 levels ,2013,82.3,
